,index,timestamp,input_rate,datetime,seconds,minutes,latency,throughput,lag,CPU_load,taskmanager,backpressure,idle_time,busy_time
17,17,2022-12-16 05:02:28,2135924.218181818,2022-12-16 05:02:28,255,68.0,89.39822222222223,23932.50416666667,171278977.33333334,0.2976173617715253,6.5,16.0,0.3730251748251748,0.6208713286713285
18,18,2022-12-16 05:02:43,2110263.109090909,2022-12-16 05:02:43,270,72.0,103.22961111111113,17058.708333333336,108615166.66666667,0.0095646117298594,0.0,20.142857142857142,0.3738804945054945,0.6187335164835165
19,19,2022-12-16 05:02:58,2086498.4,2022-12-16 05:02:58,285,76.0,117.061,10184.912500000002,45951356.0,0.1119414024247417,0.0,22.5,0.3039,0.6903875
20,20,2022-12-16 05:03:13,2065867.636363636,2022-12-16 05:03:13,300,80.0,106.74766666666667,3311.116666666667,311156700.0,0.75697156362545,12.0,26.0,0.3418733333333333,0.6528766666666667
21,21,2022-12-16 05:03:28,2016758.6545454543,2022-12-16 05:03:28,315,84.0,105.18,9622.966666666667,314626304.0,0.8171797385620916,12.0,17.833333333333332,0.3535376984126985,0.6416488095238094
22,22,2022-12-16 05:03:43,1967405.2727272725,2022-12-16 05:03:43,330,88.0,105.27066666666668,17123.699999999997,314640804.0,0.8187124183006536,12.0,19.77777777777778,0.3434888888888889,0.6510351851851852
23,23,2022-12-16 05:03:58,1914085.2727272727,2022-12-16 05:03:58,345,92.0,118.45416666666664,24474.45,314472640.0,0.7981666666666665,12.0,25.166666666666664,0.3421944444444444,0.6480277777777779
24,24,2022-12-16 05:04:13,1883282.8,2022-12-16 05:04:13,360,96.0,134.9625,28234.36666666667,312901844.0,0.8018095238095237,12.0,34.416666666666664,0.3390347222222222,0.6451319444444444
25,25,2022-12-16 05:04:28,1902300.6909090907,2022-12-16 05:04:28,375,100.0,118.606,29204.033333333333,311641240.0,0.8149951814058957,12.0,49.41666666666667,0.3176388888888888,0.6601388888888889
26,26,2022-12-16 05:04:43,1925091.4181818184,2022-12-16 05:04:43,390,104.0,64.29933333333334,29459.033333333333,306673912.0,0.8106830065359477,12.0,52.91666666666666,0.3182361111111111,0.658625
27,27,2022-12-16 05:04:58,1944363.7818181815,2022-12-16 05:04:58,405,108.0,104.8458,29362.966666666667,261584276.0,0.8138578665508758,12.0,49.083333333333336,0.3225782828282827,0.6570915404040404
28,28,2022-12-16 05:05:13,1958370.709090909,2022-12-16 05:05:13,420,112.0,114.4454,15453.1,273320046.5,0.0158200326413262,0.0,44.333333333333336,0.3244039351851852,0.6583449074074074
29,29,2022-12-16 05:05:28,1893441.0545454544,2022-12-16 05:05:28,435,116.0,124.045,1543.2333333333331,285055817.0,0.7124601113172541,11.0,36.83333333333333,0.2449260869565218,0.7494985507246377
30,30,2022-12-16 05:05:43,1826000.0909090908,2022-12-16 05:05:43,450,120.0,115.7262,6488.483333333334,290399376.0,0.7271243042671613,11.0,25.666666666666668,0.3486246376811594,0.6451246376811595
31,31,2022-12-16 05:05:58,1758054.5636363635,2022-12-16 05:05:58,465,124.0,81.18,12644.016666666666,291874926.0,0.7659999999999999,11.0,5.250000000000001,0.3771174242424241,0.6214734848484849
32,32,2022-12-16 05:06:13,1713277.7818181815,2022-12-16 05:06:13,480,128.0,106.6466,19242.816666666666,292580961.0,0.7620408163265305,11.0,9.181818181818182,0.3788856749311294,0.6181143250688705
33,33,2022-12-16 05:06:28,1722482.6727272726,2022-12-16 05:06:28,495,132.0,135.728,24439.550000000003,293378442.0,0.7548074502528284,11.0,13.5,0.4190151515151514,0.5772045454545454
34,34,2022-12-16 05:06:43,1732209.7636363637,2022-12-16 05:06:43,510,136.0,143.6086,25899.783333333333,294626927.0,0.7647272727272727,11.0,12.5,0.3869015151515151,0.6095075757575757
35,35,2022-12-16 05:06:58,1740927.8909090906,2022-12-16 05:06:58,525,140.0,108.0242,26441.766666666663,293520857.0,0.7545825602968461,11.0,13.166666666666668,0.3798257575757576,0.6159318181818182
